Date,Age,Gender,Country,state,work_interfere,benefits,leave,supervisor,tech_company
2014-08-28,27,Male,France,,,Don't know,Don't know,Yes,Yes
2014-08-28,30,Male,United States,TN,Never,Don't know,Very easy,Yes,Yes
2014-08-28,29,Male,United States,CO,Never,Yes,Don't know,Some of them,Yes
2014-08-28,32,Male,United States,PA,Sometimes,Yes,Very difficult,No,Yes
2014-08-28,-1726,Male,United Kingdom,,Sometimes,No,Somewhat difficult,No,No
2014-08-28,25,Male,Germany,,,Yes,Somewhat easy,Yes,Yes
2014-08-28,37,Male,United States,NY,,Yes,Somewhat easy,Yes,Yes
2014-08-28,29,Male,Netherlands,,,No,Very easy,Yes,Yes
2014-08-28,27,Other,United States,MN,,Yes,Don't know,Yes,Yes
2014-08-28,33,Male,United Kingdom,,,Don't know,Don't know,Some of them,Yes
2014-08-28,30,Male,Canada,,Sometimes,Don't know,Very difficult,No,No
2014-08-28,29,Male,Canada,,,No,Somewhat difficult,Yes,Yes
2014-08-28,25,Male,United States,MO,Never,Don't know,Don't know,Yes,Yes
2014-08-28,33,Male,United States,WY,Sometimes,No,Don't know,Yes,No
2014-08-28,31,Male,South Africa,,Never,No,Don't know,Some of them,Yes
2014-08-28,21,Male,Germany,,Rarely,Don't know,Very easy,Some of them,Yes
2014-08-28,30,Male,Switzerland,,Sometimes,Don't know,Very difficult,No,Yes
2014-08-28,29,Male,United States,MN,,Don't know,Don't know,Yes,No
2014-08-28,43,Male,Croatia,,Sometimes,No,Very difficult,No,Yes
2014-08-28,37,Male,United Kingdom,,Often,No,Don't know,Yes,Yes
2014-08-28,24,Male,France,,,No,Don't know,Some of them,Yes
2014-08-28,29,Male,United States,MD,,Don't know,Very easy,Yes,Yes
2014-08-28,31,Male,United States,KY,,Yes,Don't know,Yes,No
2014-08-28,5,Male,United States,OH,,Don't know,Somewhat easy,Yes,Yes
2014-08-28,33,Male,United Kingdom,,Never,No,Very easy,Some of them,No
2014-08-28,43,Male,United States,NY,,Yes,Don't know,Yes,No
2014-08-28,33,Male,United Kingdom,,Sometimes,Don't know,Don't know,No,Yes
2014-08-28,27,Male,United Kingdom,,,No,Don't know,Some of them,Yes
2014-08-28,36,Male,United States,TN,Sometimes,Don't know,Don't know,No,No
2014-08-28,37,Male,Australia,,Sometimes,No,Very easy,Yes,Yes
2014-08-28,32,Male,Belgium,,,No,Very difficult,No,Yes
2014-08-28,39,Male,United Kingdom,,Sometimes,No,Very easy,Some of them,Yes
2014-08-28,31,Male,United States,TX,Sometimes,Yes,Somewhat easy,Yes,Yes
2014-08-28,36,Male,United States,OH,Sometimes,Yes,Very difficult,Some of them,Yes
2014-08-28,30,Male,United States,TX,Sometimes,Don't know,Don't know,Some of them,Yes
2014-08-28,28,Male,Canada,,,Yes,Very easy,Yes,Yes
2014-08-28,32,Male,Italy,,,No,Somewhat difficult,No,Yes
2014-08-28,35,Male,United States,CA,Rarely,Yes,Very easy,Yes,Yes
2014-08-28,19,Male,Canada,,Sometimes,Don't know,Somewhat difficult,Yes,Yes
2014-08-28,33,Male,Norway,,,Yes,Very easy,Yes,Yes
2014-08-28,42,Male,Germany,,,Don't know,Very easy,No,Yes
2014-08-28,37,Male,United States,MI,Sometimes,Don't know,Don't know,Some of them,Yes
2014-08-28,40,Male,Thailand,,Never,No,Very easy,Yes,Yes
2014-08-28,36,Male,United States,CA,Never,Yes,Very easy,Yes,Yes
2014-08-28,29,Female,United States,OR,Sometimes,Don't know,Don't know,Yes,No
2014-08-28,38,Female,United States,NC,Sometimes,Yes,Don't know,No,No
2014-08-28,26,Male,United States,CA,Sometimes,Yes,Somewhat difficult,No,Yes
2014-08-28,34,Male,Germany,,Rarely,No,Somewhat easy,Some of them,Yes
2014-08-28,21,Male,United States,IL,Often,No,Don't know,Some of them,No
2014-08-28,31,Male,Canada,,Sometimes,No,Somewhat easy,No,Yes
2014-08-28,37,Female,United States,CA,Rarely,Yes,Don't know,Some of them,No
2014-08-28,37,Male,Ireland,,Sometimes,No,Very easy,Yes,Yes
2014-08-28,38,Male,Ireland,,Sometimes,No,Very difficult,No,Yes
2014-08-28,27,Female,United States,CA,Sometimes,Don't know,Somewhat easy,No,Yes
2014-08-28,39,Male,Netherlands,,,No,Somewhat easy,Yes,Yes
2014-08-28,33,Female,United States,AZ,Sometimes,Yes,Somewhat easy,No,Yes
2014-08-28,27,Male,United Kingdom,,Never,Don't know,Somewhat easy,No,Yes
2014-08-28,36,Female,United States,CA,Never,Yes,Don't know,Some of them,Yes
2014-08-28,28,Male,United Kingdom,,Never,Don't know,Somewhat easy,Yes,Yes
2014-08-28,39,Male,United Kingdom,,Sometimes,Don't know,Don't know,Some of them,No
2014-08-28,33,Male,United States,VA,Sometimes,No,Very easy,Yes,Yes
2014-08-28,32,Male,United Kingdom,,,Don't know,Don't know,Some of them,No
2014-08-28,28,Male,United Kingdom,,,Don't know,Don't know,Some of them,No
2014-08-28,37,Male,United Kingdom,,Rarely,No,Somewhat easy,Yes,Yes
2014-08-28,39,Male,Canada,,Sometimes,Yes,Very easy,Yes,No
2014-08-28,43,Other,United States,VA,Sometimes,Don't know,Don't know,No,Yes
2014-08-28,32,Other,United Kingdom,,Sometimes,Don't know,Don't know,Some of them,No
2014-08-28,27,Female,United States,WA,,Don't know,Don't know,Yes,Yes
2014-08-28,31,Female,United Kingdom,,,Don't know,Don't know,Yes,Yes
2014-08-28,43,Male,United Kingdom,,Never,Don't know,Don't know,Yes,Yes
2014-08-28,33,Male,United States,WI,Sometimes,No,Somewhat difficult,Yes,Yes
2014-08-28,34,Male,United Kingdom,,Sometimes,Don't know,Very easy,Yes,Yes
2014-08-28,33,Male,United States,CA,,Don't know,Don't know,Yes,Yes
2014-08-28,25,Male,United States,CA,,Don't know,Don't know,Yes,Yes
2014-08-28,25,Male,United States,NE,Sometimes,Yes,Don't know,Some of them,No
2014-08-28,32,Male,United Kingdom,,,No,Somewhat easy,Yes,Yes
2014-08-28,25,Male,United States,CO,Sometimes,Yes,Don't know,Some of them,Yes
2014-08-28,37,Male,Netherlands,,,Don't know,Somewhat easy,Yes,No
2014-08-28,39,Male,Switzerland,,Never,Yes,Somewhat easy,Some of them,Yes
2014-08-28,29,Male,United Kingdom,,Rarely,Don't know,Somewhat easy,Yes,Yes
2014-08-28,33,Male,United States,NY,Sometimes,Yes,Don't know,Some of them,Yes
2014-08-28,37,Female,United States,TX,Often,Don't know,Somewhat difficult,Some of them,Yes
2014-08-28,35,Female,United States,LA,Sometimes,Yes,Very difficult,Some of them,No
2014-08-28,22,Female,United States,WA,Sometimes,Don't know,Very difficult,Some of them,Yes
2014-08-28,38,Male,United States,MI,Never,Yes,Somewhat easy,Yes,Yes
2014-08-28,32,Female,United States,CA,Often,Yes,Don't know,Yes,Yes
2014-08-28,28,Male,Brazil,,,Don't know,Don't know,Yes,Yes
2014-08-28,27,Male,Switzerland,,,No,Don't know,Yes,Yes
2014-08-28,35,Female,United States,CA,Sometimes,Don't know,Very easy,No,Yes
2014-08-28,29,Male,United States,MD,Never,Yes,Very easy,Yes,No
2014-08-28,23,Male,United States,CA,Sometimes,No,Very easy,Yes,Yes
2014-08-28,39,Male,United States,CT,,Yes,Don't know,No,Yes
2014-08-28,30,Female,United States,CA,,Yes,Very easy,No,Yes
2014-08-28,32,Male,United Kingdom,,,Don't know,Somewhat easy,Some of them,Yes
2014-08-28,28,Other,United States,CA,Sometimes,No,Somewhat difficult,Some of them,Yes
2014-08-28,40,Female,United States,WA,Sometimes,Yes,Don't know,Yes,No
2014-08-28,36,Female,United States,CA,,Don't know,Don't know,Some of them,Yes
2014-08-28,27,Male,United States,IN,,Don't know,Very easy,Yes,Yes
2014-08-28,41,Male,United States,TX,Sometimes,Yes,Don't know,Some of them,Yes
2014-08-28,29,Male,United Kingdom,,Never,Don't know,Don't know,No,Yes
2014-08-28,29,Male,United Kingdom,,Sometimes,No,Somewhat difficult,Some of them,Yes
2014-08-28,35,Male,United States,MO,Often,No,Very difficult,Some of them,No
2014-08-28,28,Male,United States,NV,Never,No,Don't know,Some of them,Yes
2014-08-28,36,Female,United Kingdom,,Sometimes,Don't know,Don't know,No,Yes
2014-08-28,39,Female,United States,WA,Sometimes,Don't know,Don't know,No,Yes
2014-08-28,39,Male,United States,FL,Sometimes,Yes,Very difficult,Yes,Yes
2014-08-28,44,Male,United States,,Sometimes,No,Very easy,No,Yes
2014-08-28,26,Other,Germany,,Sometimes,No,Very easy,Some of them,Yes
2014-08-28,35,Male,Denmark,,Often,No,Somewhat easy,Some of them,Yes
2014-08-28,40,Female,United States,WA,Sometimes,Yes,Don't know,No,No
2014-08-28,35,Male,Denmark,,Often,No,Somewhat easy,Some of them,Yes
2014-08-28,38,Male,United States,IL,Never,No,Very difficult,No,Yes
2014-08-28,34,Male,United States,FL,,Don't know,Don't know,Yes,Yes
2014-08-28,43,Male,United States,MA,,Yes,Don't know,Yes,Yes
2014-08-28,48,Other,United States,CA,Often,Don't know,Very difficult,Some of them,Yes
2014-08-28,20,Male,United States,WA,Never,Don't know,Don't know,Yes,Yes
2014-08-28,40,Male,United States,MI,Sometimes,Don't know,Somewhat easy,No,Yes
2014-08-28,29,Female,United Kingdom,,Rarely,Don't know,Don't know,No,Yes
2014-08-28,35,Male,United States,MI,Sometimes,No,Don't know,Yes,No
2014-08-28,29,Male,United States,WI,Sometimes,Yes,Very easy,No,No
2014-08-28,40,Male,United States,CA,Never,Yes,Don't know,Some of them,Yes
2014-08-28,29,Male,Sweden,,Rarely,No,Very easy,Yes,Yes
2014-08-28,29,Female,United States,CA,Rarely,Yes,Don't know,Yes,Yes
2014-08-28,34,Male,United States,TX,Sometimes,No,Don't know,No,Yes
2014-08-28,44,Male,United Kingdom,,Sometimes,Don't know,Somewhat difficult,Yes,No
2014-08-28,24,Female,United States,NY,Often,Yes,Very easy,Yes,Yes
2014-08-28,47,Female,United States,PA,,Don't know,Very difficult,No,Yes
2014-08-28,43,Male,United Kingdom,,,Don't know,Very easy,Yes,No
2014-08-28,36,Male,United States,PA,Rarely,Yes,Somewhat difficult,Yes,Yes
2014-08-28,43,Male,United States,GA,Sometimes,Don't know,Very difficult,Yes,No
2014-08-28,36,Male,United Kingdom,,Sometimes,No,Somewhat difficult,Yes,Yes
2014-08-28,31,Female,United States,NY,Sometimes,Yes,Somewhat difficult,Yes,Yes
2014-08-28,35,Male,United States,CA,Sometimes,Don't know,Don't know,No,Yes
2014-08-28,33,Male,United States,TN,,Yes,Somewhat difficult,Some of them,No
2014-08-28,37,Male,Italy,,Sometimes,Don't know,Don't know,No,Yes
2014-08-28,34,Male,United States,TN,Sometimes,Don't know,Don't know,No,Yes
2014-08-28,36,Male,Netherlands,,Sometimes,No,Very easy,No,Yes
2014-08-28,40,Male,United States,TN,Sometimes,No,Very easy,Yes,Yes
2014-08-28,40,Male,United States,IL,Rarely,Yes,Don't know,Some of them,Yes
2014-08-28,42,Male,United States,WI,Sometimes,No,Somewhat easy,No,Yes
2014-08-28,23,Male,United States,KY,,Yes,Don't know,Some of them,Yes
2014-08-28,21,Male,United Kingdom,,Never,No,Somewhat easy,Some of them,No
2014-08-28,26,Male,Canada,,Sometimes,No,Very difficult,Some of them,Yes
2014-08-28,31,Male,United States,,,Don't know,Don't know,Some of them,Yes
2014-08-28,25,Male,United States,CA,,Yes,Very easy,Yes,Yes
2014-08-28,51,Male,United States,MN,Never,Yes,Very easy,Yes,Yes
2014-08-28,24,Male,United States,TN,,Don't know,Somewhat easy,Yes,Yes
2014-08-28,33,Male,United States,MN,,No,Don't know,Yes,Yes
2014-08-28,32,Male,United Kingdom,,Rarely,No,Don't know,No,No
2014-08-28,32,Male,United Kingdom,,Rarely,No,Don't know,No,No
2014-08-28,26,Male,United Kingdom,,Rarely,No,Somewhat difficult,Yes,Yes
2014-08-28,23,Male,United States,IL,Never,Don't know,Don't know,Some of them,No
2014-08-28,33,Male,United States,TN,Often,No,Very difficult,Yes,Yes
2014-08-28,46,Male,United States,IL,Rarely,Yes,Somewhat easy,No,No
2014-08-28,34,Male,United Kingdom,,,No,Somewhat difficult,No,Yes
2014-08-28,35,Male,United States,DC,Sometimes,Yes,Somewhat easy,Some of them,Yes
2014-08-28,39,Male,United States,KS,,No,Very difficult,Yes,Yes
2014-08-28,32,Male,Germany,,Sometimes,No,Somewhat easy,Some of them,Yes
2014-08-28,43,Male,Mexico,,,Don't know,Don't know,Yes,Yes
2014-08-28,56,Male,United States,CA,Rarely,Yes,Somewhat easy,Yes,Yes
2014-08-28,32,Female,United Kingdom,,Sometimes,Don't know,Somewhat difficult,Some of them,Yes
2014-08-28,41,Male,United Kingdom,,,Yes,Don't know,Some of them,No
2014-08-28,39,Male,United States,TN,,Don't know,Don't know,Yes,Yes
2014-08-28,37,Male,United States,OK,,Yes,Very easy,No,No
2014-08-28,30,Male,United States,CA,Sometimes,Don't know,Very difficult,No,Yes
2014-08-28,31,Male,United States,TN,,Yes,Somewhat easy,Some of them,Yes
2014-08-28,29,Male,United States,TX,,Don't know,Don't know,Some of them,No
2014-08-28,23,Female,United Kingdom,,Never,No,Somewhat easy,No,No
2014-08-28,31,Male,United States,CO,Never,Yes,Very easy,No,Yes
2014-08-28,29,Male,United States,TN,Sometimes,Don't know,Don't know,Some of them,Yes
2014-08-28,30,Other,United States,GA,Never,Yes,Very easy,Yes,Yes
2014-08-28,37,Male,United States,TN,Never,Yes,Don't know,Yes,Yes
2014-08-28,36,Male,United States,VA,Never,Yes,Somewhat difficult,Yes,Yes
2014-08-28,35,Male,United States,TN,Sometimes,Yes,Don't know,No,Yes
2014-08-28,41,Male,United States,DC,Never,Don't know,Don't know,No,No
2014-08-28,31,Male,United Kingdom,,Rarely,Don't know,Don't know,Yes,Yes
2014-08-28,38,Male,United Kingdom,,,Yes,Somewhat easy,Yes,No
2014-08-28,26,Male,India,,,No,Very easy,Yes,Yes
2014-08-28,39,Male,United States,TN,Sometimes,Yes,Don't know,Yes,Yes
2014-08-28,42,Male,United States,VA,Sometimes,Yes,Don't know,No,No
2014-08-28,32,Male,United States,TN,Rarely,No,Very difficult,No,Yes
2014-08-28,29,Male,United States,TN,,Don't know,Don't know,Yes,Yes
2014-08-28,30,Male,United States,TN,Never,Yes,Very difficult,No,Yes
2014-08-28,40,Male,United States,TN,Often,Don't know,Don't know,Some of them,Yes
2014-08-28,51,Male,United States,TN,,Don't know,Somewhat difficult,Yes,No
2014-08-28,33,Male,United States,IN,Never,Yes,Somewhat easy,Yes,Yes
2014-08-28,34,Male,Germany,,Sometimes,No,Somewhat difficult,Some of them,Yes
2014-08-28,50,Male,United States,VA,Never,No,Somewhat easy,Yes,Yes
2014-08-28,24,Male,United States,TX,Sometimes,Don't know,Somewhat easy,Yes,Yes
2014-08-28,25,Male,United States,TX,Rarely,No,Don't know,No,No
2014-08-28,43,Male,United Kingdom,,Rarely,No,Very difficult,No,Yes
2014-08-28,25,Female,United States,CA,Often,Yes,Very easy,Some of them,Yes
2014-08-28,24,Male,United Kingdom,,,No,Very easy,No,Yes
2014-08-28,51,Male,United States,CO,Never,No,Somewhat difficult,Some of them,Yes
2014-08-28,49,Male,United States,OR,Sometimes,Yes,Somewhat difficult,No,Yes
2014-08-28,30,Male,United States,OK,,Yes,Don't know,No,Yes
2014-08-28,25,Female,United States,OH,Sometimes,Yes,Don't know,No,Yes
2014-08-28,36,Male,United States,TN,Rarely,Yes,Don't know,No,Yes
2014-08-28,48,Male,United States,VA,Never,Yes,Don't know,Yes,Yes
2014-08-28,48,Male,Australia,,Sometimes,No,Somewhat easy,No,Yes
2014-08-28,53,Male,United States,OR,Rarely,Yes,Don't know,No,Yes
2014-08-28,24,Female,United Kingdom,,Often,No,Very easy,Yes,Yes
2014-08-28,33,Male,United States,OR,Sometimes,Don't know,Somewhat easy,Yes,Yes
2014-08-28,25,Female,Canada,,Sometimes,Yes,Somewhat easy,Yes,Yes
2014-08-28,30,Male,United Kingdom,,Sometimes,No,Somewhat difficult,No,Yes
2014-08-28,30,Male,United States,PA,Never,No,Somewhat easy,Some of them,Yes
2014-08-28,34,Male,United Kingdom,,Sometimes,No,Somewhat difficult,Some of them,Yes
2014-08-28,31,Male,United States,SC,,Yes,Very easy,Yes,Yes
2014-08-28,22,Female,United States,CA,Often,Don't know,Don't know,No,Yes
2014-08-28,28,Male,United States,TN,Sometimes,Don't know,Somewhat easy,Yes,Yes
2014-08-28,35,Male,United States,UT,Rarely,Yes,Somewhat difficult,Some of them,No
2014-08-28,28,Male,United States,CA,Sometimes,Yes,Don't know,Some of them,No
2014-08-28,42,Male,New Zealand,,Sometimes,No,Somewhat difficult,Some of them,No
2014-08-28,33,Male,United States,MO,,Yes,Very easy,Yes,Yes
2014-08-28,29,Male,United States,CA,Sometimes,Yes,Don't know,No,Yes
2014-08-28,43,Male,United States,,Sometimes,Yes,Don't know,Some of them,No
2014-08-28,29,Male,United States,NY,,Yes,Somewhat easy,Some of them,Yes
2014-08-28,25,Male,United States,TX,,Yes,Don't know,Yes,Yes
2014-08-28,31,Male,United States,MO,Never,Don't know,Very easy,Yes,Yes
2014-08-28,35,Female,United States,GA,Sometimes,Yes,Somewhat difficult,Yes,No
2014-08-28,34,Male,United States,TX,Often,Don't know,Very easy,Yes,Yes
2014-08-28,43,Other,United States,WA,Sometimes,Yes,Very difficult,No,Yes
2014-08-28,38,Male,United States,WA,Sometimes,No,Very difficult,Some of them,Yes
2014-08-28,26,Male,United States,WA,Sometimes,Don't know,Very difficult,Some of them,Yes
2014-08-28,38,Male,United Kingdom,,Rarely,No,Very difficult,No,No
2014-08-28,42,Male,United States,TX,Often,Don't know,Don't know,No,Yes
2014-08-28,33,Male,Netherlands,,,Don't know,Don't know,Yes,Yes
2014-08-28,32,Male,United States,WA,Rarely,Yes,Somewhat easy,Some of them,Yes
2014-08-28,44,Male,United States,WA,Sometimes,Yes,Somewhat difficult,Yes,Yes
2014-08-28,28,Male,United States,WA,Rarely,Yes,Don't know,No,Yes
2014-08-28,40,Male,United States,WA,Sometimes,Yes,Very difficult,Some of them,Yes
2014-08-28,31,Female,United States,AZ,Sometimes,Yes,Somewhat easy,Yes,Yes
2014-08-28,32,Male,United States,WA,Sometimes,Yes,Don't know,No,Yes
2014-08-28,28,Male,United States,WA,Sometimes,Don't know,Somewhat easy,No,Yes
2014-08-29,39,Male,United States,AZ,Often,Yes,Don't know,No,Yes
2014-08-29,45,Male,United States,NY,,Yes,Don't know,Some of them,No
2014-08-29,43,Male,United States,WA,Rarely,Yes,Somewhat easy,Yes,Yes
2014-08-29,35,Male,United States,CA,Sometimes,Yes,Very difficult,Some of them,Yes
2014-08-29,40,Male,United States,WA,Sometimes,Yes,Very easy,Some of them,Yes
2014-08-29,34,Male,Netherlands,,Rarely,No,Very easy,Yes,Yes
2014-08-29,24,Male,United Kingdom,,Often,Don't know,Somewhat easy,Yes,No
2014-08-29,61,Male,South Africa,,Sometimes,No,Very difficult,Yes,Yes
2014-08-29,36,Other,United States,WA,Rarely,Don't know,Don't know,No,Yes
2014-08-29,38,Male,United States,TN,,No,Don't know,Yes,Yes
2014-08-29,33,Male,Germany,,Often,Don't know,Somewhat easy,Yes,Yes
2014-08-29,30,Male,United States,WA,Never,Don't know,Don't know,No,No
2014-08-29,34,Male,Netherlands,,Rarely,Yes,Very easy,Some of them,Yes
2014-08-29,26,Male,United States,CA,Rarely,Yes,Don't know,Some of them,Yes
2014-08-29,33,Male,United Kingdom,,,Don't know,Don't know,Yes,Yes
2014-08-29,32,Male,United Kingdom,,,Don't know,Very easy,Yes,Yes
2014-08-29,25,Male,Germany,,Sometimes,No,Somewhat easy,Yes,Yes
2014-08-29,35,Male,Germany,,Sometimes,Don't know,Somewhat difficult,No,No
2014-08-29,24,Male,United Kingdom,,Often,Don't know,Don't know,Some of them,Yes
2014-08-29,55,Male,United Kingdom,,Often,Yes,Somewhat easy,Some of them,No
2014-08-29,33,Male,United Kingdom,,Sometimes,No,Very difficult,Some of them,Yes
2014-08-29,26,Female,United Kingdom,,Sometimes,No,Very easy,Yes,Yes
2014-08-29,25,Male,United Kingdom,,Never,Don't know,Very easy,Yes,Yes
2014-08-29,45,Male,United Kingdom,,Rarely,Don't know,Don't know,No,No
2014-08-29,33,Female,United Kingdom,,Sometimes,No,Very easy,Yes,Yes
2014-08-29,43,Male,United States,MI,Sometimes,No,Very difficult,No,Yes
2014-08-29,30,Male,United Kingdom,,Sometimes,No,Very difficult,No,Yes
2014-08-29,40,Male,United States,IN,Rarely,Don't know,Don't know,Yes,Yes
2014-08-29,49,Male,United States,GA,Never,Yes,Don't know,Yes,Yes
2014-08-29,29,Male,Germany,,,Don't know,Somewhat easy,Yes,Yes
2014-08-29,26,Male,Germany,,,Don't know,Don't know,Some of them,Yes
2014-08-29,38,Other,United States,WA,Never,Yes,Somewhat easy,Some of them,Yes
2014-08-29,27,Male,France,,,Yes,Somewhat easy,Some of them,No
2014-08-29,26,Male,Belgium,,Never,Yes,Somewhat easy,No,Yes
2014-08-29,28,Male,United Kingdom,,Often,No,Somewhat easy,Yes,Yes
2014-08-29,40,Male,United States,ME,Sometimes,No,Don't know,Yes,Yes
2014-08-29,37,Female,Canada,,Rarely,No,Somewhat easy,Some of them,Yes
2014-08-29,34,Female,United Kingdom,,Often,Yes,Somewhat easy,No,No
2014-08-29,28,Male,United States,NY,Often,Don't know,Don't know,Some of them,Yes
2014-08-29,27,Male,Canada,,Never,Yes,Very easy,Yes,Yes
2014-08-29,29,Male,United Kingdom,,Sometimes,No,Very easy,Yes,Yes
2014-08-29,39,Female,United Kingdom,,Rarely,Don't know,Somewhat difficult,No,Yes
2014-08-29,28,Male,United Kingdom,,Often,No,Somewhat difficult,No,Yes
2014-08-29,23,Male,United States,PA,Sometimes,Yes,Somewhat easy,No,Yes
2014-08-29,8,Other,"Bahamas, The",IL,Often,Yes,Very easy,Yes,Yes
2014-08-29,38,Male,United Kingdom,,,No,Somewhat easy,Yes,Yes
2014-08-29,19,Male,United Kingdom,,,Yes,Very easy,Yes,Yes
2014-08-29,30,Female,United States,IL,Sometimes,Yes,Very easy,No,Yes
2014-08-29,28,Male,United Kingdom,,,No,Very easy,No,Yes
2014-08-29,20,Male,India,,Sometimes,Don't know,Don't know,No,Yes
2014-08-29,35,Male,United Kingdom,,Sometimes,Don't know,Somewhat easy,Yes,Yes
2014-08-29,39,Male,United States,MN,Rarely,Yes,Very easy,Yes,Yes
2014-08-29,31,Female,United States,TX,Never,Yes,Don't know,No,No
2014-08-29,32,Male,United Kingdom,,Rarely,No,Don't know,No,Yes
2014-08-29,27,Male,Sweden,,,No,Don't know,No,Yes
2014-08-29,25,Male,United States,PA,Often,Yes,Somewhat easy,Yes,Yes
2014-08-29,42,Male,United States,IN,Sometimes,Don't know,Don't know,Yes,Yes
2014-08-29,34,Male,United States,PA,Often,Yes,Very easy,Yes,Yes
2014-08-29,26,Female,United States,OH,Sometimes,Don't know,Don't know,No,Yes
2014-08-29,35,Male,United Kingdom,,Sometimes,No,Very easy,Some of them,Yes
2014-08-29,34,Male,United Kingdom,,Never,Don't know,Very easy,Yes,Yes
2014-08-29,38,Male,United States,PA,Sometimes,Yes,Very easy,Yes,No
2014-08-29,34,Male,United States,SD,Sometimes,Don't know,Don't know,No,Yes
2014-08-29,39,Male,United States,IN,Sometimes,No,Somewhat easy,Yes,Yes
2014-08-29,44,Female,United States,CA,,Don't know,Don't know,No,Yes
2014-08-29,40,Male,United States,TN,,Yes,Don't know,Yes,No
2014-08-29,33,Female,United States,TX,Never,No,Somewhat easy,Some of them,Yes
2014-08-29,24,Female,United States,TN,Sometimes,Yes,Somewhat difficult,Some of them,No
2014-08-29,38,Female,United States,OR,Sometimes,Don't know,Don't know,Yes,Yes
2014-08-29,31,Male,United States,SD,Sometimes,Yes,Don't know,Some of them,Yes
2014-08-29,23,Male,Israel,,,Don't know,Very easy,Yes,Yes
2014-08-29,26,Female,United States,NY,,Don't know,Somewhat easy,Yes,Yes
2014-08-29,46,Other,United States,CT,Often,Yes,Don't know,Some of them,No
2014-08-29,30,Male,United States,CA,Sometimes,Yes,Don't know,No,Yes
2014-08-29,25,Male,United States,,Rarely,Don't know,Somewhat easy,Some of them,Yes
2014-08-29,19,Male,Canada,,Never,Don't know,Somewhat easy,Some of them,Yes
2014-08-29,30,Female,United States,GA,Sometimes,Yes,Somewhat easy,Some of them,No
2014-08-29,32,Male,United States,TN,Never,Yes,Somewhat easy,Yes,Yes
2014-08-29,32,Male,United Kingdom,,,No,Don't know,No,Yes
2014-08-29,37,Male,United States,IN,Sometimes,Don't know,Somewhat easy,Some of them,Yes
2014-08-29,42,Male,United States,CA,Sometimes,Don't know,Don't know,Some of them,Yes
2014-08-29,25,Female,United States,OR,Never,Yes,Don't know,Yes,Yes
2014-08-29,19,Male,United States,IN,Sometimes,Don't know,Don't know,Yes,Yes
2014-08-29,40,Female,United States,GA,Never,Yes,Don't know,No,Yes
2014-08-29,34,Male,United States,IN,,Yes,Don't know,Yes,No
2014-08-29,26,Male,United States,MN,,Don't know,Don't know,Yes,Yes
2014-08-29,31,Male,United States,MN,Rarely,Don't know,Don't know,Yes,Yes
2014-08-29,40,Male,United States,NC,Sometimes,Yes,Don't know,Some of them,No
2014-08-29,31,Female,United States,FL,Often,No,Very difficult,No,Yes
2014-08-29,36,Male,United States,MN,Never,Don't know,Don't know,No,No
2014-08-29,35,Male,Canada,,Sometimes,No,Don't know,Some of them,Yes
2014-08-29,26,Male,Australia,,Sometimes,No,Don't know,Yes,Yes
2014-08-29,44,Male,United States,MO,,Don't know,Don't know,No,No
2014-08-29,34,Female,United States,CA,Sometimes,No,Very easy,Yes,Yes
2014-08-29,35,Male,United States,OR,,No,Don't know,No,Yes
2014-08-29,28,Female,United States,OH,Sometimes,Don't know,Somewhat easy,Some of them,Yes
2014-08-29,33,Male,United States,NY,,Yes,Don't know,Yes,Yes
2014-08-29,40,Male,United States,WI,Sometimes,Yes,Don't know,No,Yes
2014-08-29,26,Male,United States,WA,Sometimes,Yes,Don't know,No,Yes
2014-08-29,29,Female,United Kingdom,,Often,Yes,Don't know,No,No
2014-08-29,26,Female,Canada,,Sometimes,Yes,Don't know,No,Yes
2014-08-29,33,Other,Italy,,Sometimes,No,Somewhat easy,Yes,Yes
2014-08-29,28,Male,Brazil,,Sometimes,No,Somewhat easy,Some of them,Yes
2014-08-29,41,Male,United States,IL,Often,No,Very difficult,Some of them,No
2014-08-29,39,Male,United Kingdom,,Sometimes,No,Somewhat difficult,Yes,Yes
2014-08-29,26,Female,United States,WA,Sometimes,Yes,Don't know,Yes,Yes
2014-08-29,23,Female,United States,IL,Sometimes,No,Somewhat difficult,Some of them,No
2014-08-29,35,Male,Switzerland,,Often,Don't know,Very easy,Some of them,Yes
2014-08-29,36,Male,United States,FL,Never,Don't know,Very easy,Some of them,Yes
2014-08-29,42,Male,United States,TN,Rarely,Don't know,Don't know,No,No
2014-08-29,39,Male,United States,WA,Sometimes,Yes,Very easy,Yes,Yes
2014-08-29,27,Male,United States,CA,Never,Don't know,Don't know,Yes,Yes
2014-08-29,33,Male,United States,FL,Never,Don't know,Very easy,Yes,Yes
2014-08-29,31,Other,Canada,,Often,Yes,Don't know,No,Yes
2014-08-29,28,Female,United States,OR,Rarely,Yes,Very easy,Some of them,Yes
2014-08-29,29,Female,United States,NJ,Often,Yes,Somewhat easy,Yes,No
2014-08-29,27,Male,United States,CA,Sometimes,Don't know,Very difficult,No,Yes
2014-08-29,44,Male,United States,FL,Never,Don't know,Somewhat difficult,No,Yes
2014-08-29,25,Male,United States,UT,Often,Don't know,Somewhat easy,No,Yes
2014-08-29,24,Male,Germany,,Sometimes,No,Somewhat easy,Yes,Yes
